sigma		mu		energy
1.221		0.88		1.5753
1.221		0.9		1.32283
1.221		0.92		1.4048
1.221		0.94		1.52134
1.221		0.96		1.52392
1.221		0.98		1.75136
1.221		1		1.65473
1.221		1.02		2.16887
1.221		1.04		2.00311
1.221		1.06		2.40151
1.221		1.08		2.27177
1.221		1.1		2.83974
1.221		1.12		2.48461
1.221		1.14		2.73382
1.221		1.16		3.18558
1.221		1.18		3.18329
1.221		1.2		3.16612
1.221		1.22		3.78212
1.221		1.24		4.36368
1.221		1.26		4.11
1.221		1.28		4.05769
1.221		1.3		4.45359
1.221		1.32		4.77713
1.221		1.34		5.19532
1.221		1.36		5.18181
1.221		1.38		6.94249
1.221		1.4		5.73901
1.221		1.42		6.42973
1.221		1.44		6.13236
1.221		1.46		7.01597
1.221		1.48		7.961
1.221		1.5		8.10787
1.221		1.52		8.76559
1.221		1.54		8.09717
1.221		1.56		8.60152
1.221		1.58		8.47682
1.221		1.6		8.90862
1.221		1.62		10.2305
1.221		1.64		10.045
1.221		1.66		11.439
1.221		1.68		11.459
1.221		1.7		12.9579
1.221		1.72		12.555
1.221		1.74		13.7335
1.221		1.76		13.1689
1.221		1.78		14.6927
1.221		1.8		14.4603
1.221		1.82		15.2624
1.221		1.84		16.816
1.221		1.86		16.1128
1.221		1.88		18.4834
1.221		1.9		18.3786
1.221		1.92		19.7718
1.221		1.94		19.7676
1.221		1.96		21.5676
1.221		1.98		21.1134
1.24		0		0.0185467
1.24		0.02		0.112413
1.24		0.04		-0.0176955
1.24		0.06		0.121285
1.24		0.08		0.0688175
1.24		0.1		-0.0111547
1.24		0.12		0.0211172
1.24		0.14		-0.0522752
1.24		0.16		0.0321579
1.24		0.18		-0.0111205
1.24		0.2		-0.102733
1.24		0.22		0.0615804
1.24		0.24		0.0338315
1.24		0.26		0.140531
1.24		0.28		0.178537
1.24		0.3		0.102577
1.24		0.32		0.337803
1.24		0.34		-0.114702
1.24		0.36		0.0613537
1.24		0.38		0.18183
1.24		0.4		0.139803
1.24		0.42		0.145223
1.24		0.44		0.271451
1.24		0.46		0.218161
1.24		0.48		0.325862
1.24		0.5		0.401417
1.24		0.52		0.292584
1.24		0.54		0.223549
1.24		0.56		0.174471
1.24		0.58		0.58723
1.24		0.6		0.414415
1.24		0.62		0.669639
1.24		0.64		0.624865
1.24		0.66		0.579702
1.24		0.68		0.580631
1.24		0.7		0.690789
1.24		0.72		0.962055
1.24		0.74		0.863227
1.24		0.76		0.918545
1.24		0.78		0.954265
1.24		0.8		1.21201
1.24		0.82		1.07419
1.24		0.84		1.07297
1.24		0.86		1.21203
1.24		0.88		1.43583
1.24		0.9		1.69834
1.24		0.92		1.67093
1.24		0.94		1.45627
1.24		0.96		2.02903
1.24		0.98		2.0035
1.24		1		1.90436
1.24		1.02		1.90582
1.24		1.04		1.84449
1.24		1.06		2.25295
1.24		1.08		2.18991
1.24		1.1		3.15085
1.24		1.12		2.64895
1.24		1.14		3.12274
1.24		1.16		3.10613
1.24		1.18		3.6815
1.24		1.2		3.97441
1.24		1.22		4.34374
1.24		1.24		4.8891
1.24		1.26		4.2405
1.24		1.28		4.60033
1.24		1.3		5.05418
1.24		1.32		4.48658
1.24		1.34		5.6525
1.24		1.36		5.33149
1.24		1.38		5.6587
1.24		1.4		6.36518
1.24		1.42		6.9889
1.24		1.44		7.24606
1.24		1.46		7.17967
1.24		1.48		7.49072
1.24		1.5		8.34166
1.24		1.52		8.31029
1.24		1.54		7.93705
1.24		1.56		9.04227
1.24		1.58		9.28975
1.24		1.6		9.31512
1.24		1.62		11.0628
1.24		1.64		11.0802
1.24		1.66		11.5334
1.24		1.68		11.9494
1.24		1.7		12.8645
1.24		1.72		12.8793
1.24		1.74		12.2404
1.24		1.76		15.1901
1.24		1.78		14.4134
1.24		1.8		15.5281
1.24		1.82		16.0777
1.24		1.84		16.7299
1.24		1.86		17.9161
1.24		1.88		18.5266
1.24		1.9		18.1281
1.24		1.92		19.4649
1.24		1.94		20.9526
1.24		1.96		21.8351
1.24		1.98		22.5681
1.259		0		0.131185
1.259		0.02		-0.00974191
1.259		0.04		0.00285701
1.259		0.06		0.0539632
1.259		0.08		0.0553958
1.259		0.1		0.145238
1.259		0.12		0.178554
1.259		0.14		0.140125
1.259		0.16		0.140106
1.259		0.18		0.050245
1.259		0.2		0.324519
1.259		0.22		0.334
1.259		0.24		0.120323
1.259		0.26		0.144252
1.259		0.28		0.0833967
1.259		0.3		0.205901
1.259		0.32		0.14407
1.259		0.34		0.218131
1.259		0.36		0.279355
1.259		0.38		0.168832
1.259		0.4		0.202287
1.259		0.42		0.16908
1.259		0.44		0.310896
1.259		0.46		0.226841
1.259		0.48		0.455029
1.259		0.5		0.400265
1.259		0.52		0.321688
1.259		0.54		0.409967
1.259		0.56		0.474905
1.259		0.58		0.55748
1.259		0.6		0.587958
1.259		0.62		0.8225
1.259		0.64		0.551233
1.259		0.66		0.451231
1.259		0.68		0.621846
1.259		0.7		0.689238
1.259		0.72		0.973671
1.259		0.74		0.886475
1.259		0.76		1.05805
1.259		0.78		1.1063
1.259		0.8		1.10707
1.259		0.82		1.3132
1.259		0.84		1.24832
1.259		0.86		1.76115
1.259		0.88		1.52159
1.259		0.9		1.54917
1.259		0.92		1.73382
1.259		0.94		1.7351
1.259		0.96		1.92463
1.259		0.98		2.01999
1.259		1		1.70995
1.259		1.02		2.39434
1.259		1.04		2.07123
1.259		1.06		2.66505
1.259		1.08		2.71105
1.259		1.1		2.85052
1.259		1.12		2.97053
1.259		1.14		3.07401
1.259		1.16		3.44551
1.259		1.18		4.14505
1.259		1.2		4.03435
1.259		1.22		3.56872
1.259		1.24		4.06323
1.259		1.26		4.44553
1.259		1.28		4.24473
1.259		1.3		4.8409
1.259		1.32		4.89379
1.259		1.34		6.50266
1.259		1.36		5.95055
1.259		1.38		6.14373
1.259		1.4		7.0805
1.259		1.42		6.91171
1.259		1.44		7.11657
1.259		1.46		6.59007
1.259		1.48		8.0388
1.259		1.5		8.57027
1.259		1.52		8.08954
1.259		1.54		9.8197
1.259		1.56		9.38683
1.259		1.58		10.0689
1.259		1.6		10.932
1.259		1.62		10.1077
1.259		1.64		12.6864
1.259		1.66		12.4384
1.259		1.68		12.1639
1.259		1.7		12.465
1.259		1.72		12.4711
1.259		1.74		14.134
1.259		1.76		14.7244
1.259		1.78		14.7641
1.259		1.8		14.4101
1.259		1.82		17.5916
1.259		1.84		18.5907
1.259		1.86		18.7729
1.259		1.88		19.1103
1.259		1.9		17.9381
1.259		1.92		19.2255
1.259		1.94		22.2939
1.259		1.96		21.9944
1.259		1.98		22.3957
1.278		0		0.17699
1.278		0.02		0.0744642
1.278		0.04		0.227714
1.278		0.06		-0.00187393
1.278		0.08		0.104621
1.278		0.1		0.203379
1.278		0.12		0.112238
1.278		0.14		0.175745
1.278		0.16		0.233424
1.278		0.18		0.117183
1.278		0.2		0.221203
1.278		0.22		0.140384
1.278		0.24		0.135648
1.278		0.26		0.221903
1.278		0.28		0.298378
1.278		0.3		0.101154
1.278		0.32		0.160884
1.278		0.34		0.176376
1.278		0.36		0.306795
1.278		0.38		0.332989
1.278		0.4		0.451657
1.278		0.42		0.351263
1.278		0.44		0.26091
1.278		0.46		0.601831
1.278		0.48		0.471499
1.278		0.5		0.482128
1.278		0.52		0.52921
1.278		0.54		0.44628
1.278		0.56		0.495805
1.278		0.58		0.466505
1.278		0.6		0.648462
1.278		0.62		0.653815
1.278		0.64		0.968593
1.278		0.66		1.09123
1.278		0.68		0.769464
1.278		0.7		0.593392
1.278		0.72		0.869417
1.278		0.74		0.989777
1.278		0.76		0.845682
1.278		0.78		1.19486
1.278		0.8		1.40118
1.278		0.82		1.27233
1.278		0.84		1.67679
1.278		0.86		2.01763
1.278		0.88		1.74949
1.278		0.9		1.59388
1.278		0.92		1.77167
1.278		0.94		2.1131
1.278		0.96		2.34821
1.278		0.98		2.57161
1.278		1		2.10816
1.278		1.02		3.35612
1.278		1.04		2.34389
1.278		1.06		2.28815
1.278		1.08		2.72137
1.278		1.1		3.19052
1.278		1.12		3.39936
1.278		1.14		3.65237
1.278		1.16		3.71695
1.278		1.18		4.05474
1.278		1.2		4.30168
1.278		1.22		3.5471
1.278		1.24		3.67238
1.278		1.26		3.97932
1.278		1.28		4.63457
1.278		1.3		6.15537
1.278		1.32		5.5751
1.278		1.34		5.87487
1.278		1.36		5.89105
1.278		1.38		6.44894
1.278		1.4		6.43363
1.278		1.42		6.77838
1.278		1.44		6.69169
1.278		1.46		7.57453
1.278		1.48		7.78316
1.278		1.5		8.726
1.278		1.52		9.11494
1.278		1.54		9.20285
1.278		1.56		9.46283
1.278		1.58		10.6691
1.278		1.6		10.7188
1.278		1.62		11.0827
1.278		1.64		11.5484
1.278		1.66		12.5009
1.278		1.68		13.1197
1.278		1.7		12.1644
1.278		1.72		14.1062
1.278		1.74		14.006
1.278		1.76		14.7242
1.278		1.78		15.5802
1.278		1.8		15.7179
1.278		1.82		15.9106
1.278		1.84		18.2268
1.278		1.86		19.0154
1.278		1.88		19.7027
1.278		1.9		18.7309
1.278		1.92		20.5902
1.278		1.94		21.5631
1.278		1.96		24.2231
1.278		1.98		22.5339
1.297		0		0.208244
1.297		0.02		0.193151
1.297		0.04		0.105076
1.297		0.06		0.00386747
1.297		0.08		0.128423
1.297		0.1		0.206815
1.297		0.12		0.253567
1.297		0.14		0.392916
1.297		0.16		0.189671
1.297		0.18		0.120966
1.297		0.2		0.17039
1.297		0.22		0.264465
1.297		0.24		0.298726
1.297		0.26		0.316673
1.297		0.28		0.298004
1.297		0.3		0.28435
1.297		0.32		0.530316
1.297		0.34		0.387658
1.297		0.36		0.178458
1.297		0.38		0.286431
1.297		0.4		0.57456
1.297		0.42		0.468711
1.297		0.44		0.203144
1.297		0.46		0.373085
1.297		0.48		0.576206
1.297		0.5		0.437213
1.297		0.52		0.563674
1.297		0.54		0.383422
1.297		0.56		0.874475
1.297		0.58		0.807893
1.297		0.6		0.758342
1.297		0.62		0.633928
1.297		0.64		0.801927
1.297		0.66		0.570572
1.297		0.68		1.33621
1.297		0.7		1.04965
1.297		0.72		1.40112
1.297		0.74		1.16846
1.297		0.76		0.835912
1.297		0.78		1.11443
1.297		0.8		1.43178
1.297		0.82		1.0643
1.297		0.84		1.59847
1.297		0.86		1.52726
1.297		0.88		2.12416
1.297		0.9		1.9833
1.297		0.92		1.73578
1.297		0.94		2.04857
1.297		0.96		2.60797
1.297		0.98		2.12712
1.297		1		2.84408
1.297		1.02		2.73584
1.297		1.04		2.57232
1.297		1.06		3.00053
1.297		1.08		2.81482
1.297		1.1		2.92405
1.297		1.12		3.69511
1.297		1.14		3.98064
1.297		1.16		3.66728
1.297		1.18		3.5727
1.297		1.2		4.21209
1.297		1.22		4.6561
1.297		1.24		4.22253
1.297		1.26		5.22063
1.297		1.28		5.47991
1.297		1.3		5.53995
1.297		1.32		5.72571
1.297		1.34		5.87518
1.297		1.36		6.20987
1.297		1.38		6.31669
1.297		1.4		6.47699
1.297		1.42		7.55592
1.297		1.44		7.67631
1.297		1.46		6.8904
1.297		1.48		8.59147
1.297		1.5		8.29393
1.297		1.52		8.02233
1.297		1.54		9.69281
1.297		1.56		10.2471
1.297		1.58		9.38462
1.297		1.6		11.7183
1.297		1.62		12.1944
1.297		1.64		10.6392
1.297		1.66		12.5643
1.297		1.68		12.3369
1.297		1.7		12.8679
1.297		1.72		13.1345
1.297		1.74		13.8067
1.297		1.76		16.5505
1.297		1.78		16.5849
1.297		1.8		18.1307
1.297		1.82		15.1399
1.297		1.84		17.2686
1.297		1.86		18.5549
1.297		1.88		18.4978
1.297		1.9		18.9241
1.297		1.92		20.2923
1.297		1.94		22.1373
1.297		1.96		23.4691
1.297		1.98		23.5542
1.316		0		0.214635
1.316		0.02		0.198108
1.316		0.04		0.176504
1.316		0.06		0.234402
1.316		0.08		0.0821841
1.316		0.1		0.191136
1.316		0.12		0.349231
1.316		0.14		0.16163
1.316		0.16		0.433333
1.316		0.18		0.251166
1.316		0.2		0.22274
1.316		0.22		0.2095
1.316		0.24		0.160332
1.316		0.26		0.286109
1.316		0.28		0.128605
1.316		0.3		0.399106
1.316		0.32		0.51463
1.316		0.34		0.354827
1.316		0.36		0.359834
1.316		0.38		0.313237
1.316		0.4		0.40594
1.316		0.42		0.447521
1.316		0.44		0.536548
1.316		0.46		0.632441
1.316		0.48		0.546138
1.316		0.5		0.327831
1.316		0.52		0.692928
1.316		0.54		0.562192
1.316		0.56		0.932292
1.316		0.58		0.81711
1.316		0.6		0.758671
1.316		0.62		0.91554
1.316		0.64		0.68151
1.316		0.66		1.07421
1.316		0.68		0.899985
1.316		0.7		0.962644
1.316		0.72		0.894243
1.316		0.74		1.11775
1.316		0.76		1.22508
1.316		0.78		1.18885
1.316		0.8		1.27352
1.316		0.82		1.95602
1.316		0.84		1.67476
1.316		0.86		1.68471
1.316		0.88		1.7754
1.316		0.9		1.97173
1.316		0.92		1.985
1.316		0.94		2.1439
1.316		0.96		2.25684
1.316		0.98		2.54365
1.316		1		2.56467
1.316		1.02		2.74749
1.316		1.04		2.73768
1.316		1.06		2.56032
1.316		1.08		3.58737
1.316		1.1		2.77301
1.316		1.12		3.23864
1.316		1.14		3.75626
1.316		1.16		4.72494
1.316		1.18		4.10272
1.316		1.2		4.11824
1.316		1.22		4.28826
1.316		1.24		4.59896
1.316		1.26		5.09525
1.316		1.28		5.67233
1.316		1.3		5.55391
1.316		1.32		5.53962
1.316		1.34		5.30012
1.316		1.36		6.05628
1.316		1.38		7.99998
1.316		1.4		6.06934
1.316		1.42		7.31465
1.316		1.44		7.74022
1.316		1.46		7.84957
1.316		1.48		8.27999
1.316		1.5		8.39326
1.316		1.52		9.61372
1.316		1.54		8.94581
1.316		1.56		10.0256
1.316		1.58		12.041
1.316		1.6		10.527
1.316		1.62		11.9917
1.316		1.64		11.2768
1.316		1.66		12.1324
1.316		1.68		13.326
1.316		1.7		12.7917
1.316		1.72		14.7981
1.316		1.74		13.8701
1.316		1.76		16.4724
1.316		1.78		16.4768
1.316		1.8		15.776
1.316		1.82		17.4401
1.316		1.84		18.355
1.316		1.86		18.0135
1.316		1.88		19.952
1.316		1.9		21.5869
1.316		1.92		19.5044
1.316		1.94		24.1414
1.316		1.96		22.744
1.316		1.98		23.3153
1.335		0		0.312847
1.335		0.02		0.374836
1.335		0.04		0.281486
1.335		0.06		0.304182
1.335		0.08		0.333436
1.335		0.1		0.273986
1.335		0.12		0.437192
1.335		0.14		0.305185
1.335		0.16		0.282579
1.335		0.18		0.438968
1.335		0.2		0.461412
1.335		0.22		0.253811
1.335		0.24		0.356325
1.335		0.26		0.625707
1.335		0.28		0.300529
1.335		0.3		0.681327
1.335		0.32		0.412032
1.335		0.34		0.455808
1.335		0.36		0.655603
1.335		0.38		0.496216
1.335		0.4		0.47246
1.335		0.42		0.464337
1.335		0.44		0.502178
1.335		0.46		0.551711
1.335		0.48		0.652511
1.335		0.5		0.632413
1.335		0.52		0.650687
1.335		0.54		0.721308
1.335		0.56		0.849057
1.335		0.58		0.812994
1.335		0.6		0.697476
1.335		0.62		0.793329
1.335		0.64		1.09114
1.335		0.66		0.935774
1.335		0.68		1.23122
1.335		0.7		1.73568
1.335		0.72		1.23481
1.335		0.74		1.55914
1.335		0.76		1.26693
1.335		0.78		1.41439
1.335		0.8		1.53596
1.335		0.82		1.50999
1.335		0.84		1.67234
1.335		0.86		1.7029
1.335		0.88		1.67665
1.335		0.9		2.26303
1.335		0.92		2.25887
1.335		0.94		2.20221
1.335		0.96		3.02163
1.335		0.98		2.57842
1.335		1		3.06028
1.335		1.02		2.36925
1.335		1.04		3.42039
1.335		1.06		2.82373
1.335		1.08		3.17485
1.335		1.1		3.31419
1.335		1.12		3.2603
1.335		1.14		3.38606
1.335		1.16		3.87516
1.335		1.18		4.71369
1.335		1.2		4.81038
1.335		1.22		4.28947
1.335		1.24		4.55864
1.335		1.26		5.53968
1.335		1.28		5.41063
1.335		1.3		5.57672
1.335		1.32		6.2678
1.335		1.34		5.953
1.335		1.36		7.22022
1.335		1.38		6.73954
1.335		1.4		6.40973
1.335		1.42		7.44431
1.335		1.44		8.28227
1.335		1.46		9.51629
1.335		1.48		9.54813
1.335		1.5		8.95999
1.335		1.52		9.9082
1.335		1.54		10.1249
1.335		1.56		10.9512
1.335		1.58		10.4214
1.335		1.6		11.0587
1.335		1.62		12.9636
1.335		1.64		14.9626
1.335		1.66		13.252
1.335		1.68		13.221
1.335		1.7		14.5868
1.335		1.72		16.2281
1.335		1.74		15.5087
1.335		1.76		14.8259
1.335		1.78		16.9569
1.335		1.8		17.7013
1.335		1.82		18.4114
1.335		1.84		18.1647
1.335		1.86		20.4047
1.335		1.88		20.2605
1.335		1.9		20.0612
1.335		1.92		20.6238
1.335		1.94		22.9685
1.335		1.96		24.229
1.335		1.98		24.9941
1.354		0		0.391568
1.354		0.02		0.279908
1.354		0.04		0.555655
1.354		0.06		0.273796
1.354		0.08		0.275679
1.354		0.1		0.384399
1.354		0.12		0.655266
1.354		0.14		0.648344
1.354		0.16		0.424612
1.354		0.18		0.512446
1.354		0.2		0.935775
1.354		0.22		0.535346
1.354		0.24		0.380889
1.354		0.26		0.551199
1.354		0.28		0.436723
1.354		0.3		0.536089
1.354		0.32		0.607925
1.354		0.34		0.434111
1.354		0.36		0.675338
1.354		0.38		1.00131
1.354		0.4		0.764525
1.354		0.42		0.699839
1.354		0.44		0.533502
1.354		0.46		0.743493
1.354		0.48		0.70906
1.354		0.5		0.551826
1.354		0.52		0.775774
1.354		0.54		1.14208
1.354		0.56		0.892866
1.354		0.58		0.901034
1.354		0.6		1.03591
1.354		0.62		0.830535
1.354		0.64		1.40626
1.354		0.66		1.0398
1.354		0.68		1.21959
1.354		0.7		1.37123
1.354		0.72		1.60563
1.354		0.74		1.29713
1.354		0.76		1.52785
1.354		0.78		1.43583
1.354		0.8		1.68827
1.354		0.82		1.94543
1.354		0.84		1.7329
1.354		0.86		1.73252
1.354		0.88		2.27252
1.354		0.9		2.07756
1.354		0.92		2.2905
1.354		0.94		2.50053
1.354		0.96		2.37788
1.354		0.98		2.99138
1.354		1		3.01723
1.354		1.02		2.7645
1.354		1.04		3.61413
1.354		1.06		3.54267
1.354		1.08		3.07584
1.354		1.1		3.56604
1.354		1.12		3.76633
1.354		1.14		3.87324
1.354		1.16		3.99469
1.354		1.18		4.81839
1.354		1.2		4.78752
1.354		1.22		4.99677
1.354		1.24		5.25355
1.354		1.26		5.07305
1.354		1.28		5.17438
1.354		1.3		5.65175
1.354		1.32		6.22871
1.354		1.34		6.11801
1.354		1.36		6.45877
1.354		1.38		6.19183
1.354		1.4		7.18268
1.354		1.42		8.71131
1.354		1.44		8.3802
1.354		1.46		9.09005
1.354		1.48		7.95444
1.354		1.5		9.70872
1.354		1.52		10.2497
1.354		1.54		11.2169
1.354		1.56		12.4582
1.354		1.58		11.4134
1.354		1.6		12.0439
1.354		1.62		12.0095
1.354		1.64		12.8558
1.354		1.66		12.1433
1.354		1.68		13.8555
1.354		1.7		14.695
1.354		1.72		14.4304
1.354		1.74		15.3349
1.354		1.76		18.1533
1.354		1.78		17.9679
1.354		1.8		18.5035
1.354		1.82		17.7088
1.354		1.84		18.0131
1.354		1.86		20.3654
1.354		1.88		20.6623
1.354		1.9		20.3131
1.354		1.92		22.2871
1.354		1.94		23.4498
1.354		1.96		23.9168
1.354		1.98		24.5875
1.373		0		0.597998
1.373		0.02		0.302836
1.373		0.04		0.328162
1.373		0.06		0.504243
1.373		0.08		0.425049
1.373		0.1		0.475376
1.373		0.12		0.301032
1.373		0.14		0.455652
1.373		0.16		0.728814
1.373		0.18		0.632878
1.373		0.2		0.682144
1.373		0.22		0.507419
1.373		0.24		0.540854
1.373		0.26		0.663685
1.373		0.28		0.672629
1.373		0.3		0.628929
1.373		0.32		0.803241
1.373		0.34		0.622825
1.373		0.36		0.692835
1.373		0.38		0.67218
1.373		0.4		0.692169
1.373		0.42		0.606039
1.373		0.44		0.712905
1.373		0.46		0.7894
1.373		0.48		0.940143
1.373		0.5		0.917927
1.373		0.52		1.05474
1.373		0.54		0.960488
1.373		0.56		1.02032
1.373		0.58		1.22941
1.373		0.6		1.24236
1.373		0.62		1.3326
1.373		0.64		1.36491
1.373		0.66		1.31648
1.373		0.68		1.50409
1.373		0.7		1.91056
1.373		0.72		1.24867
1.373		0.74		1.49395
1.373		0.76		1.76909
1.373		0.78		1.60223
1.373		0.8		2.2598
1.373		0.82		1.93779
1.373		0.84		1.90811
1.373		0.86		2.10219
1.373		0.88		2.15876
1.373		0.9		2.1845
1.373		0.92		2.47163
1.373		0.94		2.55855
1.373		0.96		2.51791
1.373		0.98		2.77589
1.373		1		3.05798
1.373		1.02		2.73263
1.373		1.04		2.93828
1.373		1.06		4.04063
1.373		1.08		3.57771
1.373		1.1		4.25348
1.373		1.12		4.07417
1.373		1.14		4.67976
1.373		1.16		4.61277
1.373		1.18		4.61667
1.373		1.2		4.37347
1.373		1.22		5.0811
1.373		1.24		4.8863
1.373		1.26		5.25999
1.373		1.28		5.75738
1.373		1.3		5.8474
1.373		1.32		5.85961
1.373		1.34		6.65073
1.373		1.36		7.16623
1.373		1.38		8.17802
1.373		1.4		7.22174
1.373		1.42		7.907
1.373		1.44		9.26789
1.373		1.46		9.00546
1.373		1.48		9.22585
1.373		1.5		10.0392
1.373		1.52		10.9702
1.373		1.54		10.6356
1.373		1.56		10.5051
1.373		1.58		10.9411
1.373		1.6		11.0802
1.373		1.62		12.8293
1.373		1.64		12.9142
1.373		1.66		14.6445
1.373		1.68		14.465
1.373		1.7		13.2808
1.373		1.72		14.6062
1.373		1.74		15.0665
1.373		1.76		15.2537
1.373		1.78		17.8501
1.373		1.8		17.7228
1.373		1.82		19.7347
1.373		1.84		18.8578
1.373		1.86		20.5679
1.373		1.88		20.2731
1.373		1.9		22.4575
1.373		1.92		21.5988
1.373		1.94		24.4075
1.373		1.96		24.2336
1.373		1.98		24.8857
1.392		0		0.490156
1.392		0.02		0.577318
1.392		0.04		0.612132
1.392		0.06		0.663495
1.392		0.08		0.619372
1.392		0.1		0.559589
1.392		0.12		0.541534
1.392		0.14		0.301097
1.392		0.16		0.461265
1.392		0.18		0.638417
1.392		0.2		0.686161
1.392		0.22		0.45238
1.392		0.24		0.775619
1.392		0.26		0.559828
1.392		0.28		0.698478
1.392		0.3		0.642153
1.392		0.32		0.744414
1.392		0.34		0.732028
1.392		0.36		0.81344
1.392		0.38		0.865634
1.392		0.4		1.04254
1.392		0.42		0.573267
1.392		0.44		1.0002
1.392		0.46		1.38584
1.392		0.48		0.626355
1.392		0.5		0.786398
1.392		0.52		0.809114
1.392		0.54		0.979704
1.392		0.56		1.25648
1.392		0.58		1.04267
1.392		0.6		1.49496
1.392		0.62		0.909371
1.392		0.64		1.28125
1.392		0.66		1.49747
1.392		0.68		1.82956
1.392		0.7		1.64006
1.392		0.72		1.54512
1.392		0.74		1.57704
1.392		0.76		1.65541
1.392		0.78		2.21884
1.392		0.8		1.80735
1.392		0.82		1.77844
1.392		0.84		2.21466
1.392		0.86		2.577
1.392		0.88		2.71146
1.392		0.9		2.83599
1.392		0.92		2.60114
1.392		0.94		2.32557
1.392		0.96		2.59894
1.392		0.98		3.14053
1.392		1		3.36575
1.392		1.02		3.17973
1.392		1.04		3.15686
1.392		1.06		3.24027
1.392		1.08		3.7028
1.392		1.1		4.34224
1.392		1.12		4.37114
1.392		1.14		4.87233
1.392		1.16		5.05694
1.392		1.18		5.00822
1.392		1.2		4.46047
1.392		1.22		5.47251
1.392		1.24		5.34873
1.392		1.26		5.26467
1.392		1.28		5.73953
1.392		1.3		6.16451
1.392		1.32		6.48161
1.392		1.34		6.825
1.392		1.36		7.95446
1.392		1.38		7.17715
1.392		1.4		7.03775
1.392		1.42		8.70772
1.392		1.44		10.0497
1.392		1.46		9.17941
1.392		1.48		9.0707
1.392		1.5		10.0148
1.392		1.52		11.3022
1.392		1.54		9.31382
1.392		1.56		10.7378
1.392		1.58		11.1547
1.392		1.6		12.0848
1.392		1.62		13.1543
1.392		1.64		12.4981
1.392		1.66		12.4899
1.392		1.68		13.6611
1.392		1.7		14.3348
1.392		1.72		16.3022
1.392		1.74		17.9464
1.392		1.76		16.9005
1.392		1.78		18.137
1.392		1.8		16.5395
1.392		1.82		17.6097
1.392		1.84		21.7352
1.392		1.86		22.4058
1.392		1.88		21.806
1.392		1.9		22.8239
1.392		1.92		23.0564
1.392		1.94		23.1425
1.392		1.96		25.975
1.392		1.98		25.3595
1.411		0		0.76498
1.411		0.02		0.833392
1.411		0.04		0.825271
1.411		0.06		0.644943
1.411		0.08		0.601813
1.411		0.1		0.718998
1.411		0.12		0.539218
1.411		0.14		0.649093
1.411		0.16		0.582001
1.411		0.18		0.560102
1.411		0.2		0.694503
1.411		0.22		0.794003
1.411		0.24		0.728748
1.411		0.26		0.501462
1.411		0.28		1.0367
1.411		0.3		0.82577
1.411		0.32		1.10709
1.411		0.34		0.431648
1.411		0.36		0.74218
1.411		0.38		0.835337
1.411		0.4		1.03445
1.411		0.42		0.899448
1.411		0.44		0.763768
1.411		0.46		0.909418
1.411		0.48		0.860047
1.411		0.5		1.34796
1.411		0.52		0.840375
1.411		0.54		0.939272
1.411		0.56		1.41121
1.411		0.58		1.00425
1.411		0.6		1.05789
1.411		0.62		1.32539
1.411		0.64		1.28071
1.411		0.66		1.49863
1.411		0.68		1.19706
1.411		0.7		1.52884
1.411		0.72		1.6136
1.411		0.74		1.62758
1.411		0.76		1.76041
1.411		0.78		1.81628
1.411		0.8		1.67769
1.411		0.82		1.81549
1.411		0.84		2.5648
1.411		0.86		1.99159
1.411		0.88		2.0291
1.411		0.9		2.25948
1.411		0.92		2.65991
1.411		0.94		2.90983
1.411		0.96		3.07129
1.411		0.98		2.41916
1.411		1		3.16262
1.411		1.02		3.69794
1.411		1.04		4.02954
1.411		1.06		3.3432
1.411		1.08		3.88676
1.411		1.1		4.31968
1.411		1.12		4.61571
1.411		1.14		4.26268
1.411		1.16		5.22288
1.411		1.18		5.51971
1.411		1.2		4.62989
1.411		1.22		5.53422
1.411		1.24		6.20006
1.411		1.26		5.49924
1.411		1.28		6.16371
1.411		1.3		7.0672
1.411		1.32		6.33751
1.411		1.34		7.18389
1.411		1.36		7.5571
1.411		1.38		7.62361
1.411		1.4		7.90918
1.411		1.42		8.1892
1.411		1.44		9.15043
1.411		1.46		9.48532
1.411		1.48		10.127
1.411		1.5		10.3903
1.411		1.52		10.4593
1.411		1.54		12.8574
1.411		1.56		11.521
1.411		1.58		11.4922
1.411		1.6		13.563
1.411		1.62		13.5694
1.411		1.64		13.7555
1.411		1.66		14.9659
1.411		1.68		14.1172
1.411		1.7		14.9434
1.411		1.72		15.5892
1.411		1.74		16.4442
1.411		1.76		18.1684
1.411		1.78		17.9261
1.411		1.8		18.6105
1.411		1.82		20.4462
1.411		1.84		19.8432
1.411		1.86		21.5139
1.411		1.88		22.1621
1.411		1.9		24.309
1.411		1.92		24.2789
1.411		1.94		23.1559
1.411		1.96		24.2972
1.411		1.98		26.7846
1.43		0		0.798416
1.43		0.02		0.465123
1.43		0.04		0.897585
1.43		0.06		0.868675
1.43		0.08		0.490554
1.43		0.1		0.73884
1.43		0.12		0.711487
1.43		0.14		0.726741
1.43		0.16		0.973073
1.43		0.18		0.700254
1.43		0.2		0.42087
1.43		0.22		0.710272
1.43		0.24		0.607024
1.43		0.26		0.586072
1.43		0.28		0.768603
1.43		0.3		0.773781
1.43		0.32		0.969461
1.43		0.34		0.90099
1.43		0.36		1.23998
1.43		0.38		0.767585
