           1   -0.001476   -0.001476           0
           2     0.00134    -6.8e-05    0.001408
           3   -0.009008   -0.003048  0.00308889
           4    0.002792   -0.001588  0.00262721
           5    0.001216  -0.0010272  0.00211088
           6    0.008612 0.000579333  0.00235616
           7   -0.002836 9.14286e-05  0.00205022
           8   -0.002352   -0.000214  0.00180162
           9   -0.001404-0.000346222  0.00159437
          10    0.001992  -0.0001124  0.00144509
          11    0.004416 0.000299273  0.00137043
          12   -0.006204-0.000242667  0.00136336
          13      0.0015-0.000108615  0.00126126
          14     9.2e-05-9.42857e-05  0.00116779
          15    0.001964 4.29333e-05  0.00109577
          16    0.003548    0.000262  0.00104815
          17    0.001756 0.000349882 0.000988481
          18    0.007476 0.000745778  0.00101255
          19   -0.006632 0.000357474   0.0010335
          20   -0.002492    0.000215 0.000990761
          21    0.002128 0.000306095 0.000946794
          22   -0.001368     0.00023 0.000905934
          23   -0.002204 0.000124174 0.000872095
          24    0.002216 0.000211333 0.000839504
          25    0.001668   0.0002696 0.000807329
          26    0.007248    0.000538 0.000820781
          27    -0.00062 0.000495111 0.000790961
          28    -6.4e-05 0.000475143 0.000762451
          29   -0.011428 6.46897e-05 0.000842443
          30     0.00196 0.000127867 0.000816326
          31    0.007788 0.000374968 0.000827318
          32   -0.002248    0.000293  0.00080523
          33   -0.001244 0.000246424 0.000781836
          34    0.008992 0.000503647 0.000800921
          35   -0.010356 0.000193371 0.000837311
          36     -0.0001 0.000185222 0.000813761
          37    0.001876 0.000230919  0.00079278
          38    0.006088 0.000385053 0.000786879
          39   -0.006288 0.000213949 0.000785304
          40    0.001736    0.000252 0.000766364
          41   -0.004196 0.000143512 0.000755271
          42    0.004124 0.000238286 0.000743137
          43   -0.009304 1.63721e-05 0.000758823
          44     0.00384 0.000103273 0.000746452
          45   -0.000828 8.25778e-05 0.000729969
          46   -0.007192-7.55652e-05  0.00073123
          47   -0.005216-0.000184936 0.000723813
          48    0.000852-0.000163333 0.000708903
          49   -0.001012-0.000180653 0.000694501
          50    -0.00312 -0.00023944 0.000683003
          51   -0.000964-0.000253647 0.000669628
          52    0.002236-0.000205769 0.000658367
          53    0.004084 -0.00012483 0.000650878
          54   -0.002676-0.000172074 0.000640456
          55    0.001364-0.000144145 0.000629324
          56     0.00604-3.37143e-05 0.000627773
          57   -0.006588-0.000148702  0.00062729
          58   -0.006496-0.000258138 0.000626019
          59    0.003416-0.000195864 0.000618461
          60   -0.003844-0.000256667 0.000611098
          61   -0.000824-0.000265967 0.000601068
          62    0.004876-0.000183032 0.000597082
          63     -0.0005-0.000188063  0.00058755
          64   -0.005296-0.000267875 0.000583778
          65    0.004084-0.000200923 0.000578613
          66    0.010488-3.89697e-05 0.000592349
          67   -0.006052-0.000128716 0.000590303
          68   -0.005104-0.000201882 0.000586141
          69    0.001872-0.000171826 0.000578366
          70    0.006416-7.77143e-05  0.00057776
          71   -0.005264-0.000150761 0.000574229
          72    -0.00634-0.000236722 0.000572686
          73    0.007528-0.000130356 0.000574715
          74    0.001096-0.000113784 0.000567138
          75   -0.002076-0.000139947 0.000560136
          76   -0.000824-0.000148947  0.00055279
          77    0.000304-0.000143065 0.000545596
          78     0.00304-0.000102256 0.000540099
          79    0.005316-3.36709e-05 0.000537611
          80    -0.00654   -0.000115 0.000537043
          81   -0.002264-0.000141531 0.000531034
          82    0.003104-0.000101951 0.000526009
          83     0.00112-8.72289e-05 0.000519842
          84     0.00048-8.04762e-05  0.00051366
          85     -0.0092-0.000187765 0.000518796
          86    0.010268 -6.6186e-05 0.000526946
          87    0.003196-2.86897e-05 0.000522202
          88    0.003036 6.13636e-06 0.000517407
          89    0.012404 0.000145438 0.000530187
          90    0.001196 0.000157111 0.000524393
          91    0.006352 0.000225187 0.000523048
          92     0.00402 0.000266435 0.000518973
          93    0.003892 0.000305419  0.00051484
          94    0.003008  0.00033417 0.000510145
          95    0.009316 0.000428716 0.000513525
          96   -0.000964 0.000414208 0.000508354
          97    0.002712 0.000437897 0.000503644
          98   -0.003604 0.000396653 0.000500181
          99   -0.006672 0.000325253 0.000500225
         100   -0.003188  0.00029012 0.000496442
