           1-1.45519e-13-1.45519e-13           0
           2  0.00319429  0.00159715  0.00159715
           3-1.45519e-13  0.00106476  0.00106476
           4-1.45519e-13 0.000798573 0.000798573
           5-1.45519e-13 0.000638859 0.000638859
           6-1.45519e-13 0.000532382 0.000532382
           7-1.45519e-13 0.000456328 0.000456328
           8-1.45519e-13 0.000399287 0.000399287
           9-1.45519e-13 0.000354922 0.000354922
          10-1.45519e-13 0.000319429 0.000319429
          11-1.45519e-13  0.00029039  0.00029039
          12-1.45519e-13 0.000266191 0.000266191
          13-1.45519e-13 0.000245715 0.000245715
          14-1.45519e-13 0.000228164 0.000228164
          15   0.0389085  0.00280685  0.00258742
          16-1.45519e-13  0.00263142  0.00242666
          17-1.45519e-13  0.00247663   0.0022847
          18-1.45519e-13  0.00233904  0.00215843
          19-1.45519e-13  0.00221594  0.00204538
          20-1.45519e-13  0.00210514  0.00194357
          21-1.45519e-13  0.00200489  0.00185142
          22-1.45519e-13  0.00191376  0.00176761
          23-1.45519e-13  0.00183056  0.00169106
          24-1.45519e-13  0.00175428  0.00162086
          25-1.45519e-13  0.00168411  0.00155626
          26-1.45519e-13  0.00161934  0.00149661
          27-1.45519e-13  0.00155936  0.00144136
          28-1.45519e-13  0.00150367  0.00139005
          29-1.45519e-13  0.00145182  0.00134226
          30-1.45519e-13  0.00140343  0.00129765
          31-1.45519e-13  0.00135815  0.00125591
          32-1.45519e-13  0.00131571  0.00121677
          33-1.45519e-13  0.00127584  0.00117999
          34-1.45519e-13  0.00123832  0.00114538
          35-1.45519e-13  0.00120294  0.00111273
          36-1.45519e-13  0.00116952   0.0010819
          37-1.45519e-13  0.00113791  0.00105273
          38-1.45519e-13  0.00110797  0.00102509
          39-1.45519e-13  0.00107956  0.00099886
          40-1.45519e-13  0.00105257 0.000973942
          41-1.45519e-13   0.0010269 0.000950237
          42-1.45519e-13  0.00100245 0.000927659
          43-1.45519e-13 0.000979135 0.000906129
          44-1.45519e-13 0.000956882 0.000885575
          45-1.45519e-13 0.000935618 0.000865933
          46-1.45519e-13 0.000915278 0.000847143
          47-1.45519e-13 0.000895804 0.000829152
          48-1.45519e-13 0.000877141 0.000811908
          49-1.45519e-13 0.000859241 0.000795368
          50-1.45519e-13 0.000842056 0.000779487
          51-1.45519e-13 0.000825545 0.000764229
          52-1.45519e-13 0.000809669 0.000749556
          53-1.45519e-13 0.000794392 0.000735436
          54-1.45519e-13 0.000779681 0.000721839
          55-1.45519e-13 0.000765505 0.000708735
          56-1.45519e-13 0.000751836 0.000696098
          57-1.45519e-13 0.000738645 0.000683904
          58-1.45519e-13  0.00072591 0.000672129
          59-1.45519e-13 0.000713607 0.000660754
          60-1.45519e-13 0.000701713 0.000649757
          61-1.45519e-13  0.00069021  0.00063912
          62-1.45519e-13 0.000679077 0.000628825
          63-1.45519e-13 0.000668298 0.000618857
          64-1.45519e-13 0.000657856 0.000609201
          65-1.45519e-13 0.000647735  0.00059984
          66-1.45519e-13 0.000637921 0.000590763
          67-1.45519e-13   0.0006284 0.000581957
          68-1.45519e-13 0.000619159  0.00057341
          69-1.45519e-13 0.000610185 0.000565109
          70-1.45519e-13 0.000601468 0.000557046
          71-1.45519e-13 0.000592997  0.00054921
          72-1.45519e-13 0.000584761 0.000541591
          73-1.45519e-13 0.000576751  0.00053418
          74-1.45519e-13 0.000568957  0.00052697
          75-1.45519e-13 0.000561371 0.000519951
          76-1.45519e-13 0.000553984 0.000513117
          77-1.45519e-13 0.000546789 0.000506461
          78-1.45519e-13 0.000539779 0.000499975
          79-1.45519e-13 0.000532947 0.000493653
          80-1.45519e-13 0.000526285 0.000487488
          81-1.45519e-13 0.000519788 0.000481476
          82-1.45519e-13 0.000513449 0.000475611
          83-1.45519e-13 0.000507263 0.000469886
          84-1.45519e-13 0.000501224 0.000464298
          85-1.45519e-13 0.000495327 0.000458841
          86-1.45519e-13 0.000489567 0.000453511
          87-1.45519e-13  0.00048394 0.000448303
          88-1.45519e-13 0.000478441 0.000443214
          89-1.45519e-13 0.000473065 0.000438238
          90-1.45519e-13 0.000467809 0.000433373
          91-1.45519e-13 0.000462668 0.000428615
          92-1.45519e-13 0.000457639 0.000423961
          93-1.45519e-13 0.000452718 0.000419406
          94-1.45519e-13 0.000447902 0.000414948
          95-1.45519e-13 0.000443187 0.000410584
          96-1.45519e-13 0.000438571 0.000406311
          97-1.45519e-13 0.000434049 0.000402126
          98-1.45519e-13  0.00042962 0.000398026
          99-1.45519e-13 0.000425281 0.000394009
         100-1.45519e-13 0.000421028 0.000390072
