           1   -0.583472   -0.583472           0
           2   -0.582624   -0.583048    0.000424
           3   -0.578712   -0.581603  0.00146592
           4    -0.58032   -0.581282  0.00108503
           5   -0.586264   -0.582278  0.00130353
           6   -0.582144   -0.582256  0.00106456
           7   -0.584128   -0.582523 0.000938622
           8   -0.582768   -0.582554 0.000813445
           9   -0.584064   -0.582722 0.000736749
          10   -0.580616   -0.582511 0.000691797
          11   -0.582808   -0.582538 0.000626335
          12   -0.581312   -0.582436 0.000580822
          13   -0.580856   -0.582314 0.000547928
          14    -0.58516   -0.582518 0.000546487
          15     -0.5838   -0.582603 0.000515883
          16   -0.583064   -0.582632 0.000483423
          17   -0.582704   -0.582636 0.000454117
          18   -0.580488   -0.582517 0.000444468
          19    -0.58328   -0.582557 0.000422339
          20   -0.581624    -0.58251 0.000403373
          21   -0.584424   -0.582602 0.000394357
          22   -0.584168   -0.582673 0.000382687
          23   -0.584816   -0.582766 0.000377357
          24   -0.583544   -0.582798 0.000362743
          25   -0.583448   -0.582824   0.0003489
          26   -0.581288   -0.582765 0.000340381
          27   -0.586672    -0.58291 0.000358069
          28   -0.585088   -0.582988 0.000353704
          29   -0.577728   -0.582806 0.000386488
          30   -0.582536   -0.582797 0.000373492
          31   -0.582904   -0.582801 0.000361259
          32   -0.587008   -0.582932 0.000373681
          33   -0.583472   -0.582949 0.000362549
          34   -0.585896   -0.583035  0.00036225
          35    -0.58368   -0.583054  0.00035223
          36   -0.580056    -0.58297 0.000352288
          37   -0.580672   -0.582908  0.00034822
          38   -0.584208   -0.582943 0.000340654
          39   -0.586496   -0.583034 0.000344087
          40   -0.579192   -0.582938 0.000348856
          41    -0.58212   -0.582918 0.000340824
          42   -0.581816   -0.582891 0.000333643
          43    -0.57976   -0.582819 0.000333832
          44   -0.581328   -0.582785 0.000327911
          45   -0.580248   -0.582728  0.00032546
          46    -0.58348   -0.582745 0.000318726
          47   -0.580096   -0.582688 0.000316921
          48   -0.581688   -0.582668 0.000310948
          49    -0.58156   -0.582645 0.000305373
          50   -0.582832   -0.582649 0.000299227
          51    -0.57816   -0.582561 0.000306222
          52    -0.58388   -0.582586 0.000301345
          53   -0.581416   -0.582564 0.000296428
          54   -0.582792   -0.582568 0.000290917
          55   -0.582792   -0.582572 0.000285608
          56   -0.582616   -0.582573 0.000280463
          57   -0.582344   -0.582569 0.000275527
          58   -0.586616   -0.582639 0.000279582
          59   -0.581432   -0.582618 0.000275563
          60   -0.581888   -0.582606 0.000271205
          61   -0.579328   -0.582552 0.000272082
          62    -0.58368   -0.582571 0.000268274
          63    -0.58072   -0.582541 0.000265611
          64   -0.578432   -0.582477 0.000269197
          65   -0.579896   -0.582437 0.000267981
          66   -0.587224    -0.58251 0.000273675
          67    -0.58464   -0.582542 0.000271427
          68   -0.583192   -0.582551 0.000267577
          69    -0.58048   -0.582521 0.000265374
          70   -0.582888   -0.582526 0.000261608
          71   -0.580736   -0.582501 0.000259127
          72   -0.585208   -0.582539 0.000258253
          73   -0.582216   -0.582534 0.000254729
          74   -0.581904   -0.582526 0.000251408
          75   -0.581272   -0.582509 0.000248596
          76    -0.58232   -0.582507 0.000245316
          77   -0.582656   -0.582509 0.000242117
          78   -0.584672   -0.582536 0.000240597
          79   -0.579808   -0.582502 0.000240029
          80   -0.583392   -0.582513 0.000237271
          81   -0.581224   -0.582497 0.000234863
          82   -0.585568   -0.582534 0.000234985
          83   -0.581496   -0.582522 0.000232473
          84   -0.582936   -0.582527 0.000229742
          85   -0.586384   -0.582572 0.000231514
          86   -0.578896   -0.582529 0.000232765
          87   -0.582136   -0.582525 0.000230118
          88   -0.583648   -0.582538 0.000227846
          89      -0.584   -0.582554  0.00022587
          90   -0.580568   -0.582532 0.000224433
          91   -0.583128   -0.582539  0.00022205
          92   -0.583352   -0.582547 0.000219801
          93   -0.580752   -0.582528  0.00021828
          94   -0.582224   -0.582525  0.00021597
          95   -0.578784   -0.582486 0.000217282
          96   -0.582288   -0.582483 0.000215017
          97   -0.580512   -0.582463 0.000213757
          98   -0.583632   -0.582475 0.000211901
          99   -0.581032   -0.582461 0.000210255
         100     -0.5814    -0.58245 0.000208412
