           1   -0.006772   -0.006772           0
           2     0.00262   -0.002076    0.004696
           3   -0.008556   -0.004236  0.00346647
           4    0.004608   -0.002025  0.00330102
           5    0.001208  -0.0013784  0.00263745
           6    0.009208    0.000386  0.00278398
           7    -0.00538-0.000437714  0.00249291
           8   -0.006336   -0.001175  0.00228135
           9   -0.005488 -0.00165422  0.00206824
          10    0.001004  -0.0013884  0.00186889
          11      0.0029-0.000998545  0.00173485
          12    -0.00696 -0.00149533  0.00165978
          13     0.00512-0.000986462  0.00160935
          14   -0.000684-0.000964857  0.00149012
          15     0.00354-0.000664533  0.00141937
          16    0.001796 -0.00051075  0.00133657
          17    0.000264-0.000465176  0.00125632
          18    0.010476 0.000142667  0.00133133
          19   -0.010268-0.000405263  0.00137335
          20   -0.000276  -0.0003988  0.00130289
          21     -0.0008-0.000417905  0.00123944
          22    -0.00144-0.000464364  0.00118268
          23   -0.004428-0.000636696  0.00114315
          24    0.002752  -0.0004955  0.00110355
          25     0.00962  -9.088e-05  0.00113319
          26    0.004568 8.83077e-05  0.00110338
          27   -0.001048 4.62222e-05  0.00106256
          28    -0.00154-1.04286e-05  0.00102548
          29   -0.012236   -0.000432  0.00107555
          30     0.00202-0.000350267  0.00104229
          31    0.007616-9.32903e-05  0.00104034
          32    -0.00234  -0.0001635  0.00100975
          33   -0.000424-0.000171394 0.000978706
          34    0.010692 0.000148118   0.0010018
          35   -0.017284-0.000349943  0.00109285
          36     0.00226-0.000277444  0.00106453
          37   -0.004036-0.000379027  0.00104033
          38    0.009344-0.000123158  0.00104441
          39   -0.006172-0.000278256  0.00102904
          40     0.00234  -0.0002128  0.00100511
          41   -0.003032-0.000281561 0.000982701
          42    0.005508-0.000143714 0.000968874
          43   -0.006268 -0.00028614 0.000956734
          44    0.007416-0.000111091 0.000950987
          45    0.002664-4.94222e-05 0.000931657
          46    -0.00456-0.000147478 0.000916439
          47   -0.006528-0.000283234 0.000906947
          48   -0.000724-0.000292417 0.000887898
          49    -0.00136-0.000314204 0.000869862
          50   -0.006456 -0.00043704 0.000861094
          51    0.002404-0.000381333 0.000845877
          52    0.003188-0.000312692 0.000832286
          53    0.009852-0.000120906 0.000838655
          54   -0.002568-0.000166222 0.000824225
          55   -0.002184-0.000202909 0.000809931
          56    0.005112   -0.000108 0.000800979
          57    -0.00606-0.000212421 0.000793701
          58   -0.003816-0.000274552 0.000782367
          59    0.003572-0.000209356 0.000771751
          60   -0.005528   -0.000298  0.00076394
          61   -0.001684-0.000320721 0.000751655
          62   -0.002696-0.000359032 0.000740424
          63   -0.002652-0.000395429 0.000729485
          64   -0.006008-0.000483125 0.000723332
          65    0.007576-0.000359138  0.00072283
          66    0.010684-0.000191818 0.000731196
          67   -0.002416-0.000225015 0.000720964
          68   -0.005284-0.000299412 0.000714168
          69   -0.001784-0.000320928 0.000704071
          70      0.0105-0.000166343 0.000710949
          71   -0.003872-0.000218535 0.000702805
          72   -0.007808-0.000323944 0.000700946
          73    0.004592-0.000256603  0.00069455
          74    0.002552-0.000218649  0.00068615
          75    0.001188-0.000199893 0.000677199
          76   -0.001136-0.000212211 0.000668343
          77   -0.001348-0.000226961 0.000659771
          78     0.00262-0.000190462  0.00065228
          79    0.004792-0.000127392 0.000647051
          80    -0.00892  -0.0002373 0.000648296
          81   -0.005564-0.000303062 0.000643611
          82     0.00312-0.000261317 0.000637083
          83     0.00422-0.000207325 0.000631672
          84    0.001436-0.000187762 0.000624413
          85    -0.01268-0.000334729 0.000634285
          86    0.009032-0.000225814 0.000636257
          87    0.002464-0.000194897 0.000629661
          88    0.003192-0.000156409 0.000623654
          89    0.012872-1.00225e-05 0.000633745
          90    0.002808 2.12889e-05 0.000627445
          91    0.007492 0.000103385 0.000625919
          92     0.00608 0.000168348 0.000622478
          93    0.004664 0.000216688 0.000617642
          94    0.006392 0.000282383 0.000614558
          95    0.008592 0.000369853 0.000614314
          96   -0.001592 0.000349417 0.000608224
          97     0.00522 0.000399629 0.000604012
          98   -0.003624 0.000358571 0.000599225
          99   -0.011896 0.000234788  0.00060592
         100   -0.002744    0.000205 0.000600569
