           1     0.01904     0.01904           0
           2   -0.032212   -0.006586    0.025626
           3   -0.000988    -0.00472   0.0149124
           4   -0.000812   -0.003743   0.0105898
           5   -0.022472  -0.0074888  0.00901762
           6     0.01912   -0.003054   0.0085953
           7    -0.01614 -0.00492343  0.00750104
           8   -0.013256   -0.005965  0.00657906
           9   -0.000592   -0.005368  0.00583282
          10    0.027976  -0.0020336  0.00619158
          11   -0.002124 -0.00204182   0.0056005
          12   -0.011612 -0.00283933  0.00517436
          13    0.014208   -0.001528  0.00493706
          14   -0.008284 -0.00201057  0.00459623
          15      0.0123 -0.00105653  0.00438393
          16     0.01872   0.0001795  0.00428302
          17    0.020292  0.00136259  0.00419354
          18    0.029296  0.00291444  0.00424736
          19   -0.019764  0.00172084  0.00419116
          20   -0.002304   0.0015196  0.00398117
          21   -0.014288 0.000766857  0.00386094
          22    -0.02078-0.000212545  0.00380932
          23   -0.016148-0.000905391  0.00370528
          24    0.001404-0.000809167  0.00354884
          25    0.020148   2.912e-05  0.00350563
          26   -0.013356-0.000485692  0.00340722
          27   -0.021604 -0.00126785  0.00337061
          28    0.003672 -0.00109143  0.00325279
          29   -0.003664 -0.00118014  0.00313987
          30     0.00432  -0.0009968  0.00303894
          31    0.032676 8.94194e-05  0.00313356
          32    0.013068    0.000495  0.00306105
          33   -0.023992 -0.00024703  0.00305822
          34    0.042652  0.00101471  0.00322406
          35    -0.04414-0.000275429    0.003386
          36   -0.010188-0.000550778   0.0033021
          37    0.004484-0.000414703   0.0032145
          38     0.01572 9.89474e-06  0.00315744
          39   -0.004092-9.52821e-05  0.00307722
          40    0.033196    0.000737  0.00311263
          41    0.018824  0.00117815  0.00306765
          42    0.012328  0.00144362  0.00300547
          43   -0.020648  0.00092986  0.00297937
          44   -0.002032 0.000862545  0.00291165
          45     -0.0088 0.000647822   0.0028543
          46    -0.00528 0.000518957  0.00279453
          47    0.012044  0.00076417   0.0027454
          48    0.001836   0.0007865  0.00268769
          49   -0.022216 0.000317061   0.0026738
          50   -0.012276    6.52e-05  0.00263186
          51   -0.003444-3.60784e-06  0.00258065
          52   -0.003696-7.46154e-05  0.00253154
          53   -0.010928-0.000279396  0.00249174
          54    0.009408     -0.0001  0.00245173
          55   -0.008108  -0.0002456  0.00241114
          56    0.037312 0.000425071  0.00246085
          57   -0.021304 4.38596e-05  0.00244717
          58    0.015692 0.000313655  0.00241969
          59    0.013168 0.000531525  0.00238829
          60    0.006436 0.000629933   0.0023502
          61     0.01624 0.000885836  0.00232548
          62   -0.008644 0.000732129  0.00229282
          63   -0.014596 0.000488825  0.00226921
          64    0.025288 0.000876312  0.00226684
          65    0.008632 0.000995631  0.00223488
          66    0.010224  0.00113545   0.0022052
          67    0.015776  0.00135397    0.002183
          68   -0.017908  0.00107071  0.00216923
          69   -0.000716  0.00104481  0.00213772
          70   -0.023192 0.000698571  0.00213522
          71    -0.01426 0.000487887  0.00211545
          72   -0.010924 0.000329389  0.00209187
          73     4.8e-05 0.000325534  0.00206302
          74    0.015108 0.000525297  0.00204473
          75   -0.017688 0.000282453  0.00203185
          76    0.009436 0.000402895  0.00200855
          77   -0.015324 0.000198649  0.00199279
          78    0.001244 0.000212051  0.00196712
          79    0.035584 0.000659797    0.001993
          80    -0.01312  0.00048755  0.00197546
          81    -0.00734 0.000390914  0.00195331
          82    0.023076 0.000667561  0.00194907
          83   -0.012068  0.00051412  0.00193155
          84    0.006344 0.000583524  0.00190968
          85    -0.05186-3.34588e-05  0.00198538
          86    0.026676 0.000277116  0.00198659
          87      0.0078 0.000363586  0.00196552
          88    0.022224    0.000612  0.00195887
          89    0.037568  0.00102724  0.00198075
          90     0.01446  0.00117649   0.0019643
          91    0.041676  0.00162154  0.00199292
          92     0.00132  0.00161826  0.00197114
          93    0.002896    0.001632  0.00194988
          94    0.016088  0.00178579  0.00193515
          95    0.016892   0.0019448  0.00192126
          96     0.02114  0.00214475  0.00191163
          97      0.0175  0.00230305  0.00189843
          98   -0.012636  0.00215061  0.00188513
          99   -0.020004  0.00192683  0.00187936
         100    0.016112  0.00206868  0.00186587
