           1    0.006036    0.006036           0
           2   -0.005176     0.00043    0.005606
           3    0.004848  0.00190267  0.00355591
           4   -0.001816    0.000973  0.00268077
           5    0.000496   0.0008776  0.00207871
           6    0.007724  0.00201867  0.00204517
           7    0.004492    0.002372  0.00176423
           8    0.007636     0.00303  0.00166353
           9    0.010496  0.00385956  0.00168539
          10   -0.008888   0.0025848  0.00197419
          11    0.006708  0.00295964  0.00182464
          12    0.008288  0.00340367  0.00172383
          13    0.006536  0.00364462  0.00160389
          14    0.006188  0.00382629  0.00149599
          15   -0.010428    0.002876  0.00168601
          16   -0.009048  0.00213075  0.00174433
          17     -0.0028  0.00184071  0.00166399
          18   -0.006336  0.00138644  0.00163327
          19   -0.009668 0.000804632  0.00165084
          20    0.001744   0.0008516  0.00156683
          21    0.000588 0.000839048   0.0014904
          22    -0.00156     0.00073  0.00142522
          23   -0.002736 0.000579304  0.00137016
          24    0.005292 0.000775667  0.00132644
          25   -0.009412  0.00036816  0.00133595
          26    0.009648 0.000725077  0.00133224
          27   -0.008264 0.000392148  0.00132447
          28    0.003992 0.000520714  0.00128275
          29   -0.000416 0.000488414  0.00123815
          30     0.01558 0.000991467  0.00129764
          31   -0.003184 0.000856774  0.00126229
          32   -0.000524 0.000813625  0.00122297
          33   -0.000432 0.000775879  0.00118593
          34    0.003008 0.000841529   0.0011524
          35    0.014244  0.00122446  0.00118269
          36    0.009672  0.00145911  0.00117308
          37     -0.0168 0.000965622  0.00124309
          38    0.011092  0.00123211  0.00123893
          39    0.009988  0.00145662  0.00122745
          40    0.008004   0.0016203  0.00120752
          41   -0.002448  0.00152107  0.00118187
          42    0.006004  0.00162781  0.00115832
          43   -0.006528  0.00143814  0.00114685
          44   -0.012392  0.00112382  0.00116373
          45    0.005956   0.0012312  0.00114264
          46   -0.008128  0.00102774  0.00113589
          47     -0.0015 0.000973957  0.00111276
          48     -0.0118 0.000707833  0.00112137
          49    0.011036 0.000918612  0.00111829
          50    -0.00244  0.00085144  0.00109775
          51    0.002588  0.00088549  0.00107655
          52   -0.008324 0.000708385   0.0010704
          53    0.003188  0.00075517  0.00105105
          54    0.004116 0.000817407  0.00103328
          55   -0.010844 0.000605382  0.00103624
          56   -0.008768    0.000438  0.00103124
          57   -0.012116 0.000217754  0.00103666
          58   -0.016584 -7.1931e-05  0.00105902
          59    0.010068 9.99322e-05    0.001055
          60   -0.000424    9.12e-05  0.00103731
          61     -0.0105-8.24262e-05  0.00103483
          62   -0.007944-0.000209226  0.00102587
          63   -0.007888-0.000331111  0.00101679
          64   -0.012032-0.000513937  0.00101734
          65   -0.008296-0.000633662  0.00100869
          66    0.012972-0.000427515  0.00101446
          67   -0.002168-0.000453493  0.00099954
          68     0.00122-0.000428882 0.000985039
          69    0.007376-0.000315768 0.000977227
          70   -0.011708-0.000478514 0.000976818
          71    0.001772-0.000446817 0.000963483
          72   -0.005276-0.000513889 0.000952372
          73    0.003932-0.000452986 0.000941208
          74   -0.009828-0.000579676 0.000937006
          75   -0.000556 -0.00057936 0.000924428
          76   -0.014572-0.000763474 0.000930579
          77     0.00064-0.000745247 0.000918594
          78    0.002392-0.000705026 0.000907633
          79    0.006428-0.000614734 0.000900608
          80   -0.005852  -0.0006802 0.000891685
          81     0.00402-0.000622173 0.000882518
          82   -0.011132-0.000750341 0.000881061
          83    -0.00108-0.000754313  0.00087039
          84    0.014352-0.000574476 0.000878569
          85    -0.00908-0.000674541 0.000873919
          86   -0.002916-0.000700605  0.00086409
          87    0.016692 -0.00050069 0.000877185
          88     0.01234-0.000354773 0.000879351
          89    -0.01058-0.000469663 0.000876973
          90    0.003084-0.000430178 0.000868072
          91     0.00178 -0.00040589 0.000858823
          92   -0.002136-0.000424696 0.000849645
          93   -0.004512-0.000468645 0.000841608
          94    0.006712-0.000392255 0.000836104
          95    0.000832-0.000379368 0.000827356
          96   -0.003224   -0.000409 0.000819228
          97    0.007284-0.000329691 0.000814609
          98   -0.006972-0.000397469 0.000809097
          99    0.003624-0.000356848 0.000801913
         100    0.012224 -0.00023104  0.00080376
