           1    0.000752    0.000752           0
           2    0.001136    0.000944    0.000192
           3   -0.005556 -0.00122267   0.0021695
           4    0.002752   -0.000229  0.00182777
           5    -0.00228  -0.0006392  0.00147401
           6    0.000308-0.000481333  0.00121383
           7   -0.000448-0.000476571  0.00102589
           8     0.00472    0.000173  0.00110058
           9    0.004284 0.000629778  0.00107273
          10    0.001644   0.0007312 0.000964825
          11    0.002688 0.000909091 0.000890663
          12    0.000472 0.000872667 0.000813876
          13    0.000304 0.000828923 0.000749934
          14    0.001236    0.000858 0.000694912
          15   -0.009024   0.0001992 0.000923327
          16   -0.000948   0.0001275 0.000866665
          17    0.000756 0.000164471 0.000814929
          18    0.002676    0.000304 0.000780889
          19   -0.003352 0.000111579 0.000763299
          20    0.000992   0.0001556 0.000725466
          21      -0.003 5.33333e-06 0.000706227
          22   -0.000956-3.83636e-05 0.000674777
          23    0.004224 0.000146957 0.000670876
          24    0.001716 0.000212333 0.000645633
          25    0.001648  0.00026976 0.000621927
          26   -0.005172 6.04615e-05 0.000633124
          27   -0.000504 3.95556e-05 0.000609582
          28    0.006508 0.000270571 0.000631202
          29    0.003984 0.000398621 0.000622363
          30   -0.002184 0.000312533 0.000607392
          31    0.000892 0.000331226 0.000587769
          32   -0.001868   0.0002625  0.00057324
          33    -0.00222 0.000187273 0.000560667
          34    0.001144 0.000215412 0.000544654
          35   -0.004568 7.87429e-05 0.000546237
          36   -0.001648 3.07778e-05  0.00053301
          37   -0.002236-3.04865e-05 0.000522012
          38     0.00338 5.92632e-05 0.000515955
          39   -0.004296-5.24103e-05 0.000514809
          40   -0.002484  -0.0001132 0.000505443
          41     -0.0051-0.000234829 0.000507744
          42    0.003936-0.000135524  0.00050536
          43    0.004836 -1.9907e-05 0.000506831
          44   -0.003992-0.000110182  0.00050334
          45   -0.001352-0.000137778 0.000492801
          46    -0.00056-0.000146957 0.000482056
          47   -0.005064-0.000251574 0.000483151
          48   -0.000192-0.000250333  0.00047298
          49    0.002124-0.000201878 0.000465754
          50     -0.0015 -0.00022784 0.000457082
          51    0.003468-0.000155373 0.000453852
          52    0.001848-0.000116846 0.000446703
          53     -0.0013 -0.00013917 0.000438762
          54   -0.007868-0.000282296 0.000453726
          55    -0.00766-0.000416436 0.000465161
          56   -0.005492-0.000507071 0.000465684
          57    0.001776-0.000467018 0.000459192
          58    0.005008-0.000372621 0.000460974
          59    0.008168-0.000227864 0.000475655
          60    0.005028-0.000140267 0.000475794
          61     -0.0027 -0.00018223 0.000469807
          62   -0.000812-0.000192387 0.000462279
          63     0.00934-4.10794e-05 0.000479387
          64   -0.004476-0.000110375 0.000476898
          65   -0.000916-0.000122769 0.000469667
          66    0.002492-8.31515e-05  0.00046419
          67   -0.008052 -0.00020209 0.000472426
          68   -0.000744-0.000210059 0.000465495
          69    0.008432-8.48116e-05 0.000475491
          70    0.000448   -7.72e-05 0.000468711
          71   -0.003916-0.000131268 0.000465215
          72   -0.002636-0.000166056 0.000460026
          73    0.002588-0.000128329 0.000455246
          74   -0.001772-0.000150541 0.000449601
          75    0.000112 -0.00014704  0.00044358
          76   -0.003104-0.000185947  0.00043943
          77    -0.00046-0.000189506   0.0004337
          78    -0.00098-0.000199641 0.000428224
          79    0.004276-0.000142987 0.000426547
          80    0.002308 -0.00011235 0.000422295
          81    0.000904-9.98025e-05 0.000417237
          82   -0.002992-0.000135073 0.000413624
          83   -0.001004-0.000145542 0.000408744
          84    -0.00186-0.000165952 0.000404365
          85    -0.00168-0.000183765 0.000399976
          86     0.00688-0.000101628 0.000403741
          87   -0.003728 -0.00014331 0.000401244
          88   -0.000476-0.000147091 0.000396676
          89   -0.001556-0.000162921 0.000392513
          90    -0.00374-0.000202667 0.000390157
          91   -0.001032 -0.00021178 0.000385954
          92     0.00414-0.000164478 0.000384655
          93    0.004524-0.000114065 0.000383822
          94    0.004904-6.06809e-05 0.000383451
          95    0.004764-9.89474e-06 0.000382777
          96    0.002888 2.02917e-05  0.00037997
          97    0.001776 3.83918e-05 0.000376467
          98    0.001028 4.84898e-05 0.000372743
          99    0.005104 9.95556e-05 0.000372476
         100   -0.002392   7.464e-05 0.000369573
