1.19445 0
1.19435 9.80245e-05
1.19768 0.00333354
1.19647 0.00265178
1.19642 0.00205472
1.19763 0.00207017
1.19835 0.00189149
1.19688 0.00220145
1.19639 0.00200096
1.19711 0.00192853
1.19644 0.00186873
1.1972 0.00186644
1.19715 0.00171745
1.19593 0.0020078
1.19674 0.00203647
1.19678 0.00190552
1.19679 0.00178993
1.19638 0.00173733
1.19692 0.00173049
1.197 0.00164397
1.1973 0.00159145
1.19717 0.00152262
1.19716 0.00145498
1.1971 0.00139418
1.19729 0.00134942
1.19711 0.00130766
1.19721 0.00126172
1.19744 0.00123704
1.19757 0.00120167
1.1974 0.00117348
1.19746 0.00113645
1.19721 0.00112833
1.19713 0.00109636
1.19691 0.00108748
1.19683 0.00105846
1.19717 0.00108242
1.19686 0.00109851
1.1971 0.00109532
1.19688 0.00108759
1.19681 0.00106276
1.19708 0.00107191
1.19704 0.00104685
1.19701 0.0010228
1.1971 0.001004
1.197 0.000986797
1.19703 0.000965634
1.19704 0.000944936
1.19711 0.000927138
1.19725 0.000919787
1.19677 0.00102183
1.19703 0.00103332
1.19692 0.00101905
1.19718 0.0010329
1.19697 0.00103515
1.19715 0.00103259
1.19716 0.001014
1.197 0.00100814
1.19699 0.00099062
1.197 0.000973686
1.19701 0.000957452
1.19699 0.00094177
1.19693 0.000928921
1.19691 0.000914171
1.19684 0.000902366
1.19697 0.00089692
1.19687 0.000888939
1.1968 0.000877847
1.19691 0.00087093
1.1968 0.000864749
1.19691 0.000858948
1.19708 0.00086338
1.19697 0.000858382
1.19709 0.000854993
1.19691 0.000861534
1.197 0.000854588
1.19694 0.000844983
1.19704 0.000839409
1.19704 0.000828579
1.19701 0.000818733
1.19706 0.000810312
1.19712 0.000801991
1.19707 0.000793755
1.19703 0.000785072
1.19694 0.00078103
1.19696 0.000772283
1.19704 0.000767146
1.19699 0.000760167
1.19681 0.000773045
1.19687 0.000766925
1.19685 0.000758742
1.19696 0.000758652
1.19683 0.000760867
1.19696 0.000762954
1.19677 0.000776558
1.19691 0.000779851
1.19683 0.000775138
1.19677 0.000769419
1.19684 0.000764731
1.1969 0.000759034
1.19677 0.000761941
