           1    0.052736    0.052736           0
           2    0.044424     0.04858    0.004156
           3    0.052536   0.0498987  0.00273794
           4    0.051232    0.050232   0.0019645
           5    0.038728   0.0479312  0.00275849
           6    0.056416   0.0493453  0.00265944
           7    0.034916    0.047284  0.00304975
           8    0.050176   0.0476455  0.00266578
           9    0.042876   0.0471156  0.00240999
          10    0.064888   0.0488928  0.00279375
          11    0.054672   0.0494182  0.00258108
          12     0.03072     0.04786  0.00282481
          13    0.067484   0.0493695   0.0030051
          14    0.054032   0.0497026  0.00280205
          15    0.050384    0.049748  0.00260896
          16    0.058356    0.050286  0.00249906
          17     0.05572   0.0506056  0.00236912
          18     0.07234   0.0518131   0.0025391
          19    0.037604   0.0510653  0.00251549
          20    0.069132   0.0519686  0.00255165
          21    0.045648   0.0516676   0.0024457
          22      0.0406   0.0511645  0.00238553
          23    0.057588   0.0514438   0.0022965
          24    0.047216   0.0512677  0.00220577
          25    0.047556   0.0511192  0.00212091
          26    0.047428   0.0509772  0.00204264
          27    0.038924   0.0505308  0.00201559
          28    0.046408   0.0503836  0.00194785
          29    0.045128   0.0502023   0.0018882
          30    0.047452   0.0501107  0.00182647
          31    0.061636   0.0504825  0.00180527
          32    0.055268    0.050632  0.00175433
          33    0.056696   0.0508158  0.00171024
          34     0.07084   0.0514047   0.0017606
          35    0.023684   0.0506127  0.00188412
          36    0.043468   0.0504142  0.00184176
          37    0.056912   0.0505898  0.00179988
          38    0.060936   0.0508621   0.0017729
          39    0.045252   0.0507183  0.00173282
          40      0.0667   0.0511178  0.00173556
          41    0.053724   0.0511814   0.0016939
          42     0.05258   0.0512147  0.00165341
          43    0.036432   0.0508709   0.0016507
          44    0.058224    0.051038  0.00162138
          45    0.036796   0.0507215  0.00161623
          46    0.037536   0.0504349  0.00160648
          47    0.041076   0.0502357  0.00158449
          48    0.047248   0.0501735  0.00155238
          49    0.044576   0.0500593  0.00152465
          50    0.044148    0.049941  0.00149852
          51    0.044272   0.0498299  0.00147304
          52     0.05032   0.0498393  0.00144447
          53    0.051788   0.0498761  0.00141743
          54     0.05662    0.050001  0.00139653
          55     0.03876   0.0497966  0.00138605
          56    0.063884   0.0500481  0.00138413
          57    0.028652   0.0496728   0.0014105
          58    0.056624   0.0497926  0.00139114
          59    0.059596   0.0499588  0.00137741
          60     0.04788   0.0499241   0.0013547
          61    0.063804   0.0501517   0.0013516
          62    0.053296   0.0502024  0.00133059
          63     0.04124   0.0500601    0.001317
          64    0.053004   0.0501061  0.00129708
          65    0.065884   0.0503489  0.00129983
          66    0.046928    0.050297  0.00128104
          67     0.04922    0.050281  0.00126187
          68     0.03428   0.0500456  0.00126525
          69    0.052812   0.0500857  0.00124743
          70    0.050004   0.0500846  0.00122948
          71    0.054852   0.0501517  0.00121389
          72      0.0364   0.0499607  0.00121206
          73    0.052644   0.0499975  0.00119591
          74     0.06924   0.0502575  0.00120795
          75    0.046348   0.0502054  0.00119288
          76    0.052132   0.0502307  0.00117735
          77    0.056468   0.0503117  0.00116478
          78    0.061408    0.050454  0.00115852
          79     0.06472   0.0506346  0.00115793
          80    0.034816   0.0504369  0.00116033
          81    0.043396   0.0503499  0.00114921
          82    0.055548   0.0504133  0.00113688
          83    0.046396   0.0503649  0.00112414
          84    0.044272   0.0502924  0.00111304
          85    0.016472   0.0498945  0.00116963
          86    0.065372   0.0500745  0.00116987
          87    0.068764   0.0502893  0.00117613
          88    0.059824   0.0503976  0.00116773
          89    0.060796   0.0505145  0.00116043
          90    0.066372   0.0506907  0.00116091
          91      0.0663   0.0508622  0.00116083
          92    0.055504   0.0509127  0.00114925
          93    0.056552   0.0509733  0.00113844
          94    0.058352   0.0510518    0.001129
          95     0.06372   0.0511851  0.00112498
          96    0.051772   0.0511913  0.00111322
          97     0.06734   0.0513577  0.00111419
          98    0.042924   0.0512717  0.00110611
          99    0.025444   0.0510108  0.00112554
         100    0.062872   0.0511294  0.00112052
