1.20945 0
1.21701 0.00756165
1.2277 0.0115476
1.23889 0.0138557
1.24391 0.0118455
1.24888 0.0108733
1.2486 0.00919374
1.2448 0.00882306
1.23991 0.00919153
1.23953 0.00822996
1.24329 0.00834307
1.24352 0.00761963
1.24251 0.0070816
1.24347 0.00662564
1.24491 0.00633533
1.24662 0.00616738
1.24945 0.00644681
1.24925 0.00608154
1.2487 0.00577847
1.24872 0.00548196
1.24787 0.00528192
1.24575 0.00546471
1.24409 0.00547941
1.24151 0.00584707
1.24073 0.0056627
1.24084 0.00544161
1.23924 0.00547274
1.23726 0.00563482
1.23551 0.00571094
1.23335 0.00592622
1.23123 0.00611072
1.23027 0.00599324
1.22872 0.00601352
1.22814 0.00586215
1.22747 0.0057321
1.22655 0.00564679
1.22516 0.0056635
1.22345 0.00577265
1.22148 0.00595821
1.21996 0.00600248
1.21881 0.00596594
1.21753 0.00596122
1.21619 0.00597428
1.21566 0.00586095
1.21492 0.00577635
1.21367 0.0057865
1.2124 0.00580247
1.21114 0.00581901
1.21048 0.00573675
1.20991 0.00564915
1.20933 0.00556801
1.20899 0.00547054
1.2084 0.00539813
1.20781 0.00532979
1.20686 0.00531807
1.2064 0.00524273
1.20643 0.00515006
1.20638 0.00506083
1.20675 0.00498864
1.20661 0.004907
1.20642 0.00482935
1.20631 0.00475205
1.20628 0.00467612
1.20639 0.0046036
1.20602 0.00454704
1.20525 0.00454325
1.20443 0.00454874
1.20364 0.0045514
1.20315 0.00451171
1.20283 0.00445839
1.2026 0.00440076
1.20244 0.00434243
1.20247 0.00428264
1.20275 0.00423356
1.20302 0.00418598
1.20332 0.00414088
1.2035 0.00409094
1.2037 0.004043
1.20384 0.00399393
1.20377 0.00394432
1.20367 0.00389647
1.20381 0.00385113
1.20377 0.00380465
1.20387 0.00376033
1.20401 0.00371835
1.20416 0.00367803
1.2044 0.00364328
1.20463 0.00360882
1.20462 0.00356806
1.20442 0.0035335
1.20404 0.003515
1.20395 0.00347793
1.20348 0.00347192
1.20279 0.00350263
1.20234 0.00349507
1.20203 0.00347215
1.20165 0.00345736
1.20156 0.00342318
1.2017 0.00339157
1.20165 0.00335787
