           1   -0.011656   -0.011656           0
           2    0.006256     -0.0027    0.008956
           3    0.002136   -0.001088   0.0054162
           4    0.004124    0.000215  0.00404542
           5   -0.000192   0.0001336  0.00313462
           6    0.000876 0.000257333   0.0025624
           7    -0.00054 0.000143429  0.00216862
           8   -0.002512  -0.0001885  0.00190718
           9   -0.006984-0.000943556  0.00184368
          10    0.002692    -0.00058  0.00168864
          11    -0.00208-0.000716364  0.00153351
          12    0.003336-0.000378667  0.00144005
          13   -0.000592-0.000395077  0.00132475
          14   -0.002328-0.000533143  0.00123423
          15   -0.000116-0.000505333  0.00114934
          16    0.006004   -9.85e-05  0.00114951
          17    0.005876 0.000252941  0.00113553
          18   -0.000284 0.000223111    0.001071
          19    -0.00662-0.000137053  0.00107519
          20   -0.002592  -0.0002598  0.00102737
          21   -0.000152-0.000254667 0.000977238
          22   -0.000184-0.000251455 0.000931766
          23    -0.00308-0.000374435 0.000898786
          24     0.00412-0.000187167 0.000880663
          25   -0.000804 -0.00021184 0.000845063
          26   -0.003428-0.000335538 0.000821279
          27    -0.00754 -0.00060237 0.000834108
          28    0.004216-0.000430286 0.000821981
          29   -0.001328-0.000461241 0.000793735
          30   -0.004168  -0.0005848 0.000776711
          31    0.000152-0.000561032 0.000751614
          32    0.009168   -0.000257 0.000788703
          33   -0.000632-0.000268364 0.000764514
          34    0.001132-0.000227176  0.00074283
          35   -0.007192-0.000426171 0.000748241
          36    0.006024   -0.000247 0.000748908
          37    -0.00322-0.000327351 0.000732804
          38   -0.006556-0.000491263 0.000731851
          39    0.005332-0.000341949 0.000728309
          40   -0.003628  -0.0004241 0.000714606
          41    -0.00084-0.000434244 0.000697032
          42   -0.000656-0.000439524 0.000680254
          43   -0.003864-0.000519163 0.000669003
          44   -0.004652-0.000613091 0.000660336
          45     0.00064-0.000585244 0.000646095
          46    -0.00514-0.000684261 0.000639605
          47    0.001108-0.000646128 0.000627009
          48    0.002348 -0.00058375 0.000616968
          49   -0.000128-0.000574449 0.000604318
          50   -0.000352    -0.00057 0.000592125
          51    0.005016-0.000460471 0.000590643
          52    0.003232-0.000389462  0.00058351
          53    0.004256-0.000301811 0.000579066
          54    0.002508-0.000249778 0.000570619
          55   -0.001372-0.000270182 0.000560519
          56    0.003416-0.000204357 0.000554341
          57    0.002856-0.000150667  0.00054717
          58   -0.003164-0.000202621 0.000540157
          59     0.00242-0.000158169 0.000532781
          60   -0.003004  -0.0002056 0.000525969
          61    -0.00292-0.000250098 0.000519185
          62    -0.00404-0.000311226 0.000514387
          63    -0.00266-0.000348508 0.000507528
          64    0.001616-0.000317813 0.000500477
          65    0.001864-0.000284246 0.000493859
          66     0.00132-0.000259939 0.000486926
          67   -0.000548-0.000264239 0.000479622
          68    -0.00114-0.000277118 0.000472692
          69    0.000908-0.000259942 0.000466108
          70   -0.000332-0.000260971 0.000459402
          71   -0.000988-0.000271211 0.000453001
          72   -0.001012  -0.0002815 0.000446783
          73     0.00042 -0.00027189 0.000440725
          74   -0.001208-0.000284541 0.000434913
          75   -0.005732-0.000357173 0.000435179
          76    0.006068-0.000272632 0.000437658
          77    0.006828-0.000180416 0.000441671
          78   -0.002284-0.000207385 0.000436805
          79    0.000324-0.000200658 0.000431293
          80   -0.003048 -0.00023625 0.000427352
          81    0.003448-0.000190765 0.000424487
          82   -0.004488-0.000243171 0.000422541
          83      -8e-06-0.000240337 0.000417428
          84    0.001844-0.000215524 0.000413175
          85   -0.011708-0.000350729  0.00043009
          86      0.0035-0.000305953 0.000427411
          87      0.0042-0.000254161 0.000425633
          88    0.001784   -0.000231 0.000421405
          89   -0.005356-0.000288584 0.000420604
          90    0.000668-0.000277956  0.00041604
          91   -0.001228-0.000288396 0.000411575
          92   -0.008668-0.000379478 0.000417142
          93    -0.00268-0.000404215 0.000413373
          94    -0.00026-0.000402681 0.000408955
          95    -0.00072-0.000406021 0.000404641
          96    0.003532   -0.000365   0.0004025
          97    -0.00244-0.000386392 0.000398903
          98   -0.001076-0.000393429 0.000394874
          99    0.005288 -0.00033604 0.000395055
         100     0.00222 -0.00031048 0.000391919
