           1   -0.000464   -0.000464           0
           2    0.003148    0.001342    0.001806
           3    -0.00748 -0.00159867  0.00312005
           4    0.002332   -0.000616  0.00241516
           5    0.000996  -0.0002936  0.00189835
           6     0.00768  0.00103533   0.0020417
           7   -0.003112 0.000442857  0.00182444
           8   -0.003748    -8.1e-05  0.00166459
           9   -0.002128-0.000308444  0.00148554
          10    0.001872   -9.04e-05  0.00134648
          11    0.004296 0.000308364  0.00128156
          12     -0.0078-0.000367333  0.00135101
          13    0.002444-0.000151077  0.00126142
          14     0.00036-0.000114571  0.00116842
          15    0.004132 0.000168533  0.00112398
          16      0.0033  0.00036425  0.00106945
          17     0.00232 0.000479294  0.00101114
          18    0.004504 0.000702889 0.000979179
          19    -0.00458 0.000424842 0.000967045
          20   -0.002244   0.0002914 0.000927074
          21    0.002672 0.000404762  0.00088908
          22   -0.003888 0.000209636 0.000869871
          23   -0.002516 9.11304e-05 0.000839596
          24    0.001696    0.000158 0.000806629
          25   -0.001132   0.0001064  0.00077541
          26    0.004612 0.000279692 0.000764879
          27    0.001148 0.000311852 0.000736708
          28   -0.000916    0.000268 0.000711262
          29   -0.008772-4.37241e-05 0.000753775
          30    0.003296    6.76e-05 0.000736676
          31    0.010612 0.000407742 0.000789541
          32   -0.005172 0.000233375 0.000784104
          33    -0.00134 0.000185697 0.000761466
          34     0.00778 0.000409059 0.000771759
          35   -0.011408 7.14286e-05 0.000821932
          36    0.000864 9.34444e-05 0.000799077
          37    0.000948 0.000116541 0.000777524
          38    0.003076 0.000194421 0.000760783
          39   -0.006176 3.10769e-05 0.000758809
          40     0.00256    9.43e-05 0.000742292
          41    -0.00488-2.70244e-05 0.000734057
          42    0.000728-9.04762e-06 0.000716592
          43    -0.00698-0.000171163 0.000718263
          44    0.003804-8.08182e-05  0.00070754
          45   -0.001244-0.000106667 0.000692121
          46   -0.005904-0.000232696  0.00068854
          47   -0.001648-0.000262809 0.000674404
          48    0.000596-0.000244917 0.000660447
          49    -0.00176-0.000275837 0.000647566
          50   -0.004628 -0.00036288 0.000640426
          51    -0.00102-0.000375765 0.000627875
          52     0.00444-0.000283154 0.000622608
          53    0.005788-0.000168604 0.000621398
          54   -0.003136-0.000223556 0.000612253
          55    0.000612-0.000208364  0.00060121
          56     0.00422-0.000129286 0.000595649
          57   -0.005132-0.000217053 0.000591651
          58   -0.003208-0.000268621 0.000583644
          59    0.002228-0.000226305 0.000575225
          60   -0.002344  -0.0002616 0.000566657
          61    0.000156-0.000254754 0.000557332
          62    0.004716-0.000174581   0.0005541
          63   -0.002144-0.000205841 0.000546129
          64   -0.004824   -0.000278  0.00054235
          65     0.00454-0.000203877 0.000539061
          66    0.006024-0.000109515 0.000539152
          67    -0.00524 -0.00018609 0.000536537
          68   -0.002788-0.000224353 0.000529971
          69    0.003448 -0.00017113 0.000524939
          70    0.005812-8.56571e-05 0.000524398
          71   -0.003244-0.000130141  0.00051887
          72    -0.00682-0.000223056 0.000519981
          73    0.007132-0.000122301 0.000522613
          74    0.000704-0.000111135 0.000515623
          75   -0.004492-0.000169547 0.000512044
          76    0.000544-0.000160158 0.000505349
          77   -0.001924-0.000183065 0.000499269
          78     0.00132-0.000163795 0.000493203
          79    0.005152-9.65063e-05 0.000491547
          80   -0.004224  -0.0001481 0.000488098
          81    0.000908-0.000135062 0.000482211
          82    0.001968-0.000109415 0.000476984
          83    0.001108 -9.4747e-05  0.00047143
          84    0.001452-7.63333e-05 0.000466148
          85   -0.007336-0.000161741 0.000468483
          86    0.008056 -6.6186e-05 0.000472761
          87    0.000132 -6.3908e-05 0.000467301
          88     0.00294-2.97727e-05 0.000463219
          89    0.009548 7.78427e-05 0.000470459
          90   -0.000784 6.82667e-05   0.0004653
          91    0.006032 0.000133802 0.000464802
          92    0.004088 0.000176783 0.000461727
          93    0.002536 0.000202151 0.000457439
          94    0.003252 0.000234596 0.000453708
          95    0.008416 0.000320716 0.000457093
          96   -0.002588 0.000290417  0.00045332
          97    0.001468 0.000302557 0.000448787
          98   -0.000568 0.000293673 0.000444273
          99   -0.007096  0.00021903 0.000446052
         100   -0.003848  0.00017836 0.000443438
