1 3.12242 0 1.52738 0
2 2.31566 0.806762 1.54133 0.0139527
3 2.05781 0.532393 1.54174 0.00806576
4 1.91299 0.403351 1.53738 0.00717384
5 1.82696 0.324063 1.54456 0.00907895
6 1.77041 0.270572 1.52332 0.0224963
7 1.73252 0.231793 1.51978 0.0193399
8 1.7068 0.202379 1.5251 0.0175724
9 1.68813 0.179456 1.51946 0.0164931
10 1.67035 0.161492 1.52819 0.0171458
11 1.64894 0.147636 1.52689 0.0155634
12 1.63237 0.135787 1.52143 0.0152209
13 1.61661 0.125896 1.51895 0.0142196
14 1.61024 0.116731 1.51626 0.0134364
15 1.59955 0.109196 1.52139 0.0135201
16 1.59328 0.102336 1.52222 0.0126741
17 1.58568 0.096427 1.52297 0.0119289
18 1.57866 0.0911827 1.52114 0.0113955
19 1.57246 0.0864732 1.52602 0.0118318
20 1.56884 0.0821154 1.52516 0.011257
21 1.56307 0.0783201 1.52415 0.0107552
22 1.55875 0.0748004 1.52091 0.0107546
23 1.556 0.071527 1.52084 0.0102766
24 1.55582 0.0684821 1.51695 0.0105834
25 1.55324 0.0657364 1.51599 0.0101965
26 1.55228 0.0631648 1.51481 0.00986714
27 1.54855 0.0608946 1.51427 0.00951003
28 1.54774 0.0586851 1.51368 0.00918288
29 1.549 0.0566393 1.51316 0.00887587
30 1.54898 0.0547188 1.51209 0.00864141
31 1.54951 0.0529269 1.51215 0.00835821
32 1.54789 0.0512721 1.51123 0.00814465
33 1.5493 0.0497141 1.51169 0.00790717
34 1.5488 0.0482324 1.5122 0.00768812
35 1.54726 0.0468592 1.51066 0.00762289
36 1.54661 0.0455436 1.5101 0.00742874
37 1.54453 0.0443446 1.50816 0.00748196
38 1.54256 0.0432069 1.50653 0.00746297
39 1.54159 0.0420955 1.50683 0.00727559
40 1.54143 0.0410299 1.50831 0.0072437
41 1.53874 0.0401068 1.50802 0.00707094
42 1.53841 0.0391416 1.50803 0.00690054
43 1.5362 0.0382843 1.50759 0.0067524
44 1.53553 0.0374102 1.50978 0.00695113
45 1.53452 0.0365833 1.51122 0.006946
46 1.53406 0.0357821 1.51073 0.0068114
47 1.53242 0.0350507 1.51064 0.00666545
48 1.53192 0.0343165 1.51091 0.00653056
49 1.53055 0.0336367 1.50987 0.0064797
50 1.52934 0.0329791 1.51032 0.00636461
51 1.5284 0.0323397 1.50985 0.00625626
52 1.52734 0.0317294 1.50928 0.00616074
53 1.52703 0.0311265 1.50944 0.00604534
54 1.52738 0.0305467 1.5091 0.00594211
55 1.52599 0.0300185 1.5083 0.00588638
56 1.52637 0.02948 1.50913 0.00583957
57 1.52513 0.0289845 1.5082 0.00581208
58 1.52391 0.0285069 1.50843 0.00571575
59 1.52216 0.0280737 1.50876 0.00562776
60 1.52167 0.0276063 1.50797 0.00558887
61 1.5217 0.0271499 1.50777 0.00550014
62 1.52199 0.02671 1.50833 0.00543936
63 1.52053 0.026323 1.50749 0.00541882
64 1.51968 0.0259223 1.50731 0.00533638
65 1.51886 0.0255335 1.50619 0.00537146
66 1.51846 0.0251469 1.50554 0.00532924
67 1.51828 0.0247693 1.50548 0.00524947
68 1.51761 0.0244116 1.50563 0.00517379
69 1.51704 0.0240619 1.50696 0.00527087
70 1.51667 0.0237187 1.506 0.00528334
71 1.51611 0.0233888 1.50659 0.0052414
72 1.5151 0.023084 1.50679 0.00517207
73 1.51603 0.0227849 1.50678 0.00510074
74 1.51611 0.0224751 1.5066 0.00503474
75 1.51665 0.0221799 1.50689 0.00497544
76 1.51729 0.0218953 1.50653 0.00492261
77 1.51719 0.0216093 1.50698 0.00487909
78 1.5168 0.021334 1.50676 0.00482109
79 1.51598 0.021078 1.50703 0.00476749
80 1.51564 0.0208157 1.50711 0.00470819
81 1.51524 0.0205609 1.50632 0.00471676
82 1.51455 0.0203205 1.50579 0.00468904
83 1.51408 0.0200796 1.50571 0.00463279
84 1.51514 0.0198672 1.50615 0.00459758
85 1.51522 0.0196323 1.50691 0.004607
86 1.51504 0.0194036 1.50646 0.0045752
87 1.51438 0.0191903 1.50671 0.00452929
88 1.51412 0.0189728 1.50666 0.00447788
89 1.51438 0.0187602 1.50685 0.00443169
90 1.51355 0.0185691 1.50655 0.00439254
91 1.51283 0.018378 1.50657 0.00434404
92 1.51233 0.018184 1.50705 0.00432317
93 1.51242 0.0179877 1.50717 0.00427805
94 1.51202 0.0177998 1.50717 0.00423229
95 1.51208 0.0176116 1.50729 0.00418933
96 1.51212 0.0174272 1.5067 0.0041867
97 1.51162 0.0172538 1.50623 0.00416972
98 1.51107 0.0170855 1.50659 0.00414191
99 1.51159 0.0169201 1.50679 0.00410503
100 1.51161 0.0167501 1.50663 0.0040671
