1.17508 0
1.17179 0.00329137
1.17337 0.00247158
1.1715 0.00256016
1.17201 0.00204855
1.1694 0.00309788
1.1682 0.00288016
1.16852 0.00251383
1.16839 0.00222063
1.1685 0.00198936
1.16881 0.00182582
1.16884 0.00166698
1.16774 0.00188429
1.16885 0.00206423
1.16918 0.00195076
1.16896 0.00183848
1.16862 0.00175947
1.16778 0.0018582
1.16769 0.00176018
1.16704 0.00179258
1.16779 0.00186131
1.16709 0.00190565
1.16773 0.00193143
1.16769 0.00184975
1.16772 0.00177453
1.16724 0.00177285
1.16779 0.00179274
1.16781 0.0017277
1.16823 0.00171902
1.16836 0.00166565
1.16855 0.0016225
1.1679 0.00170184
1.1685 0.00175611
1.16835 0.00171076
1.16858 0.00167809
1.16855 0.00163115
1.1684 0.0015932
1.16839 0.00155075
1.16817 0.00152651
1.16849 0.0015224
1.16863 0.00149092
1.16857 0.00145606
1.16838 0.00143413
1.16841 0.00140139
1.16885 0.00143734
1.16883 0.00140579
1.16904 0.00139083
1.16903 0.00136157
1.16938 0.00137824
1.16917 0.00136595
1.16887 0.00137383
1.16922 0.00139158
1.16933 0.00137017
1.16904 0.00137614
1.16937 0.00139097
1.16942 0.0013668
1.16929 0.00134871
1.1694 0.00132951
1.16952 0.00131238
1.16949 0.00129063
1.16942 0.0012714
1.16944 0.00125086
1.16947 0.00123132
1.16928 0.00122732
1.16942 0.00121611
1.16942 0.00119754
1.16936 0.00118078
1.16953 0.00117432
1.16952 0.00115718
1.16939 0.00114821
1.1696 0.00115171
1.16938 0.00115807
1.16936 0.00114222
1.16943 0.0011288
1.16953 0.00111825
1.16927 0.00113306
1.16931 0.00111881
1.16939 0.00110702
1.16928 0.00109787
1.16932 0.0010849
1.16905 0.00110668
1.16923 0.00110782
1.16915 0.00109691
1.16911 0.00108451
1.16927 0.00108267
1.16937 0.0010747
1.16946 0.00106663
1.16946 0.00105444
1.16962 0.00105483
1.1697 0.00104602
1.16962 0.00103803
1.16966 0.00102761
1.16975 0.00102093
1.16984 0.00101388
1.16969 0.00101484
1.16979 0.00100892
1.16985 0.00100032
1.1698 0.000991345
1.16995 0.000992975
1.16989 0.000984544
